"","Eagle_002_null","Eagle_004_null","Eagle_006_null","Eagle_007_null","Eagle_008_null","Eagle_012_null","Eagle_013_null","Eagle_014_null","Eagle_015_null","Eagle_020_null","Eagle_021_null","Eagle_022_null"
"LOC104828646",11.4884050146921,11.5811908635978,11.9111371398005,11.7858187650341,11.7676526562703,11.952987811348,11.9831917608824,12.102239458146,12.0918252166496,11.7786937429328,12.0224576459123,11.4605492705834
"PPP1R9A",7.88256174139119,7.54288032402764,6.09113610649953,7.03167578127917,7.11911058235545,6.51906275996558,6.76996294110047,7.35197745725216,7.19309701310174,6.92620574140488,6.48642517568153,7.55135129889279
"SGCE",5.47484288241093,6.01819060730793,4.29129887677401,5.23702014803272,5.38045150617587,5.36866802653736,5.16734787114463,5.94773197850049,5.28897194650653,5.96488586887007,5.71770354053309,6.34309741685189
"CASD1",9.4282001139783,9.85728319703189,9.82629473850405,9.90425053815627,9.6690967293371,9.8817454236789,9.96937426841078,10.0988885080984,9.94937460862211,9.8903210290579,10.108818379181,9.44861650082877
"TRNAN-GUU",1.12097128961951,0,0,0,0,0,0,0,0,0,0,0
"COL1A2",5.53091160228229,5.23210762290211,4.4411976101937,5.01529409242273,4.67849806889405,4.9652230286793,2.11343854965621,4.55096471607168,5.48351149161984,4.0325657467882,4.32762772320267,4.3416048847366
"BET1",7.57998886354709,7.59460107929527,7.36946944926756,6.79625203086927,6.94213820601224,7.29672230171868,7.38681708337298,7.52738715091309,7.4416641654371,7.33598964816651,7.83811811275323,7.102915284212
"LOC104828650",10.0029970675293,10.2337038233297,10.1862380369171,8.52058889989653,9.3140553880708,10.2799256285012,10.2132887998041,10.378968577867,10.1209666541501,10.1869655852732,10.2774571703334,9.79131233856589
"GNG11",3.60429295968084,3.24918378160217,3.79316583395679,3.17937157314962,3.7906395030197,3.0975199968117,4.38979293302014,2.92605752105149,3.34644753576448,2.98447501694515,3.73826472252,3.46242098301713
"TFPI2",4.92473353790415,5.0951765728159,4.61953835921385,2.19592486016483,2.89129558330566,0,2.93629466187266,3.95611924727118,3.00987195213854,4.5409971882114,4.55127496884026,5.76016838776162
"LOC104828670",7.50731703576661,6.88769839362694,5.35819121330796,5.8206489932275,6.32502943679001,7.92423507651923,7.21975935836139,8.61374571435129,8.36835456716829,5.83499546324201,8.28483908396047,8.61996980202888
"CALCR",6.9028970241774,6.48359122175437,5.35819121330796,5.30395255435369,5.65005011088449,5.94194412143863,4.27050489555401,5.81871180311851,6.60958556733502,5.60384427394591,5.91843675547052,5.80064102571858
"CCDC132",11.6970488426648,12.0630448728209,12.1478599658129,12.0178424657187,12.2040095080121,12.0573204076417,11.9670960820327,12.2724167414985,12.0836412397555,11.916389350955,12.1368899209252,11.7238930087248
"HEPACAM2",4.77799845164368,4.17125103021156,3.63619105401894,3.66003379371367,4.26214739375435,4.40316977043753,3.99751498938523,4.0738831660553,4.79746605263684,4.0325657467882,4.40609266588296,4.59273067760227
"LOC104833919",3.37843782082619,3.37282726329298,2.40262969769778,4.01995005431357,4.41467590098657,2.59446276091193,3.83883652348566,3.68712239960861,3.69970487264408,3.81357413449306,2.72498211059112,4.10355667292359
"CDK6",8.69140036514885,9.66957813667293,9.12144730277831,9.16963490169987,8.93646593013064,7.79924403827016,9.26803813064981,9.58239700633879,8.12028312618581,8.84440258055648,8.01753193717266,9.20087712480862
"FAM133B",10.6439323729738,10.4856217212606,10.7151456485469,10.433264174219,10.4294313682979,10.948760861394,10.5117362933946,10.8942176878888,10.7840797227302,10.4840929674435,11.1386472473679,10.2562235687254
"EFCAB1",5.35571188682888,5.02150731969515,5.05126149418043,4.93310622868254,5.7680440887591,5.88156355231937,5.84706090631488,5.29578822697604,5.63456461093292,5.24323701237438,5.24929498457887,5.46516505809058
"RBM48",8.66449916159987,8.4005709296101,8.81076626917189,8.61915879997115,8.67842242080626,9.11071994920923,8.70930920321097,8.62343615216184,8.76914077513446,8.76510027037388,9.10865857722215,8.14164657224471
"PEX1",10.1995907603002,10.0386063981389,10.5482378776531,10.0911347496102,10.119745125965,10.5437410909414,10.3260261602408,10.3071310151447,10.4225676072441,10.2718924266212,10.4632548842057,9.90008264277758
"LOC104828683",5.4165066953343,5.47223454988156,4.88676506955698,4.65405582183909,5.04862077067849,4.84388461313449,4.87190873708923,5.24647323045409,4.76039336471013,4.95243989917353,5.24929498457887,5.41390670463386
"GATAD1",8.02602707709073,7.8339714352666,8.29133025436671,7.90741557753439,7.8181203839066,8.01134849937941,7.31327012918819,7.46408125127283,7.39404957325607,8.06800297331217,8.04231143245353,7.4404608901839
"ANKIB1",10.7061337896915,10.7963469857933,10.9401291236916,10.7581572200922,10.457145771452,10.841901803281,10.8656587223749,11.0603845218118,10.8417857712783,11.0339895132662,10.909523322924,11.3170854147781
"KRIT1",9.3882856181722,9.45724290333911,9.96788078973273,9.61402973951293,9.46364734581622,9.81873508490331,9.57226148470785,9.87584689755701,9.55661234436631,9.79247793763253,9.63994826699654,9.89541861708275
"LRRD1",2.35396325588318,2.13858854701597,3.36316157915116,1.88220272551838,1.04955692533705,1.81550182642114,0,2.31039353750906,2.1787033999473,2.27539992007872,2.12661357026857,0.824552706754425
"LOC104835138",7.04444969631642,7.0904468575539,7.2926438938048,6.90804363667939,7.13017130789352,7.38636389654702,7.21975935836139,6.85605602545135,6.54565298801544,6.76230774597621,7.10769939357653,7.078434167548
"AKAP9",13.8599250134039,14.1869104560217,14.60862113584,14.2416519675303,14.1874094979614,13.9673144079435,14.4249240376918,14.2661213706021,13.9092348679068,14.4738259672219,14.2337207823728,14.1500094252321
"LOC104828699",3.11054160519219,3.37282726329298,3.2593210154037,1.48073894894034,2.66663623266713,3.0975199968117,2.93629466187266,3.15710311536055,3.24274201828847,3.24045172879972,2.45660022845605,3.24501559353426
"FZD1",1.12097128961951,1.43384356186366,0,1.48073894894034,1.04955692533705,0,0,1.21416287276924,1.26962320720571,0.822333390162967,1.69804428829843,1.7281197524699
