"","Eagle_002_lps","Eagle_004_lps","Eagle_006_lps","Eagle_007_lps","Eagle_008_lps","Eagle_012_lps","Eagle_013_lps","Eagle_014_lps","Eagle_015_lps","Eagle_020_lps","Eagle_021_lps","Eagle_022_lps"
"FAM198A",259.47703183457,102.550067426712,88.9306502835945,86.2062923599876,141.520075751195,132.21396849251,111.475324111964,138.663046397762,187.445628464264,121.180259226152,83.5241145077725,142.958721840047
"POMGNT2",1110.74378539711,320.098476360834,177.861300567189,250.49168453424,228.75847861152,401.727058111856,243.299318498335,417.13511478335,454.467231276565,301.313076994757,531.558359177182,464.822433728475
"SNRK",471.155663068035,1597.23211954494,1333.95975425392,1459.70183258713,1298.88288703151,1380.61894021986,1356.2831100289,1527.58546155551,1612.38607578977,1093.89747517662,1147.09476826707,1432.06627138035
"ANO10",1171.62984330566,507.415362527544,444.653251417972,519.269552296356,409.051177856193,338.162650182765,498.100059325682,555.798161181112,393.282148777852,903.939230984271,519.75603864891,464.409258231828
"ABHD5",348.245490093765,751.638644491736,1230.20732892306,1091.94636989318,653.318705865104,676.32530036553,841.37327960697,1100.13656646158,930.154722379272,730.356697498161,683.172784424987,1058.96879790763
"TOPAZ1",821.108238897553,138.41295227825,74.1088752363287,49.3436690276023,155.090493973912,144.926850078328,108.821149728346,22.919511801283,18.390891849324,55.6774164012051,114.845657448187,33.4672152284502
"TCAIM",196.883888190266,120.333316113425,44.4653251417972,81.2719254572274,62.0361975895648,81.3624421492366,79.625231508546,96.2619495653884,71.0878704175794,91.7039799549261,101.227595300181,77.6769933697363
"TRIM71",182.658173725651,15.7085363399298,0,24.3815776371682,13.5704182227173,22.8831868544728,24.7722942471032,26.3574385714754,15.5615238725049,19.6508528474842,25.8743180812121,28.0959337720323
"CNOT10",422.788233888345,1470.37827891305,1452.53395463204,1964.74879792847,1477.23695510151,1619.62111403324,1594.27407976,1587.17619223884,1936.70238013266,1709.62419773112,1416.7323987976,1598.16282103266
"DYNC1LI1",312.965718221521,328.397325747967,163.039525519923,278.93685844427,273.34699562902,317.822039645456,261.878539183662,340.354750249052,264.899576829686,235.81023416981,332.734651816289,374.336999962665
"CMTM6",156.48285911076,592.774956223767,415.009701323441,552.649093109146,515.675892463257,607.675739802111,422.898451789833,454.952309255467,494.432053949134,415.943051938415,676.817688755917,481.762629091024
"CMTM7",357.349947351118,165.384212786431,118.574200378126,80.1108979506955,79.4838781616299,104.245629003709,113.244773701043,19.4815850310905,13.793168886993,68.7779849661946,205.632738434896,38.8384966848682
"CMTM8",382.956233387424,8.8916243433565,14.8217750472657,10.7395044354193,15.5090493973912,7.62772895149093,14.1555967126304,5.72987795032074,9.54911692176439,3.27514214124736,18.6113516022754,6.197632449713
"GPD1L",262.891203306077,330.175650616638,237.148400756252,326.829243088707,275.285626803694,249.172479082037,312.307852472408,354.106457329822,306.279083490665,248.910802734799,240.131829209846,335.498503277797
"THUMPD2",110.960572823994,0.296387478111883,0,0.58051375326591,1.9386311746739,2.54257631716365,1.7694495890788,1.14597559006415,4.24405196522862,6.55028428249472,2.72361242960128,1.65270198659013
"TMEM178A",39.2629719223362,0.296387478111883,0,0.58051375326591,0,0,0.8847247945394,0,1.06101299130715,0,0.453935404933546,0.826350993295067
"MAP4K3",1115.86504260437,2821.01601666891,1748.96945557736,2477.34244206227,2434.92075539042,1917.10254314139,2604.62979512399,2634.59788155747,3028.48474818772,3347.1952683548,2820.30067085212,3530.58461885317
"SOS1",789.811667075401,1438.07204379886,1170.92022873399,1614.40874783249,1316.33056760358,1520.46063766386,1474.83623249718,1667.39448354333,1906.99401637606,1365.73427290015,1417.18633420253,1845.65494352453
"ARHGEF33",259.47703183457,22.821835814615,14.8217750472657,18.8666969811421,23.2635740960868,20.3406105373092,20.3486702744062,20.6275606211547,22.6349438145526,19.6508528474842,24.0585764614779,21.8983013223193
"MORN2",51.2125720726125,5.03858712790202,0,2.90256876632955,5.8158935240217,7.62772895149093,0.8847247945394,2.2919511801283,1.41468398840954,3.27514214124736,7.71690188387028,3.7185794698278
"DHX57",285.083317870876,467.995827938664,400.187926276175,618.537404104827,471.087375445757,508.515263432729,463.595792338646,526.002795839444,580.020435247911,471.62046833962,510.223395145306,542.499427098212
"LOC104828640",138.842973174638,582.994169446075,503.940351607035,645.241036755059,604.852926498256,724.634250391639,510.486206449234,712.7968170199,796.820756471673,484.721036904609,567.419256166932,773.87770522083
"GEMIN6",42.6771433938437,13.0410490369229,0,7.25642191582387,9.69315587336949,27.9683394888001,16.8097710962486,9.16780472051318,15.2078528754026,13.1005685649894,14.5259329578735,12.395264899426
"SRSF7",180.951087989897,730.595133545793,770.732302457819,1053.05194842436,901.463496223363,953.466118936367,792.713415907303,974.079251554525,1100.62414298262,917.039799549261,739.006839231813,1073.42994029029
"GALM",138.842973174638,17.1904737304892,14.8217750472657,9.28822005225456,19.386311746739,7.62772895149093,12.3861471235516,2.2919511801283,6.01240695074054,3.27514214124736,24.0585764614779,4.54493046312287
"HNRNPLL",304.999318121336,490.224888797055,429.831476370707,139.323300783818,149.27460044989,132.21396849251,163.674086989789,57.2987795032074,41.7331776580814,124.4554013674,319.570525073216,134.695211907096
"ATL2",508.711549254617,1155.91116463635,1096.81135349767,1314.57339427065,1029.41315375184,981.434458425167,1154.56585687392,1231.92375931896,1197.88366718578,1182.3263129903,911.50229310656,1296.54470847996
"EIF4A3",156.48285911076,454.658391423629,563.227451796098,577.901441376213,556.387147131409,676.32530036553,545.87519823081,569.549868261881,701.329587254029,484.721036904609,442.587019810207,626.787228414309
"NINL",388.64651917327,223.772545974472,370.544376181644,270.519409021914,296.610569725107,305.109158059637,347.696844253984,441.200602174697,410.612027635869,360.26563553721,265.552211886124,355.744102613526
"GINS1",38.124914765167,44.1617342386706,59.287100189063,54.8585496836285,75.6066158122821,78.819865832073,57.507111645061,68.7585354038489,90.8934462553129,49.1271321187104,41.7620572538862,64.0422019803677
"SLC8A1",1587.58973425099,152.63955122762,29.6435500945315,41.2164764818796,34.8953611441302,30.5109158059637,30.965367808879,36.6712188820527,21.2202598261431,36.026563553721,128.463719596193,35.9462682083354
