GeneID,Eagle_002_null,Eagle_004_null,Eagle_006_null,Eagle_007_null,Eagle_008_null,Eagle_012_null,Eagle_013_null,Eagle_014_null,Eagle_015_null,Eagle_020_null,Eagle_021_null,Eagle_022_null
PMS1,435,567,866,293,351,149,160,167,279,461,355,436
MSTN,11,6,1,5,9,2,1,2,9,6,3,9
LOC104829541,5,3,5,2,1,0,10,1,5,2,6,1
HIBCH,1419,814,1452,1168,758,306,738,801,1124,1468,961,1330
LOC104829555,63,32,53,33,31,9,23,33,22,35,32,59
MFSD6,351,325,134,379,184,17,182,219,121,402,127,656
TMEM194B,488,364,419,384,232,77,289,241,260,474,282,575
NAB1,1273,597,849,772,688,286,324,524,881,905,774,1160
GLS,9848,9218,10758,8131,7100,2921,5182,6176,9683,10019,6294,11338
STAT1,4707,4154,5141,3273,3654,1397,2086,2892,4328,4266,3004,4532
STAT4,687,583,155,693,346,59,412,398,241,723,216,1461
MYO1B,402,381,113,410,192,50,190,240,212,355,114,711
TSSK6,1,0,0,0,0,1,0,0,1,0,0,0
NABP1,235,182,159,178,111,14,80,88,54,214,120,284
SDPR,228,253,55,329,95,12,113,184,59,305,76,590
TMEFF2,396,252,98,247,116,49,125,127,185,245,118,379
SLC39A10,82,60,24,55,43,8,32,44,40,64,19,134
DNAH7,354,169,89,90,97,58,38,41,199,109,58,140
STK17B,1960,1282,1341,816,534,234,421,669,559,1052,552,2109
HECW2,338,177,91,104,73,54,32,76,174,103,72,182
CCDC150,1379,996,1924,790,847,387,565,609,979,1054,780,820
GTF3C3,3797,2811,3953,2701,2233,1048,1372,1913,3547,2910,2509,1978
LOC104829715,55,35,35,20,30,13,21,27,37,41,15,58
PGAP1,1449,1094,1596,934,772,356,614,718,1185,1243,830,1302
ANKRD44,2555,2244,1338,1982,1176,234,934,1461,855,2318,813,3768
SF3B1,13374,9586,13659,10146,7538,3300,6094,7618,12176,12228,8381,13686
COQ10B,261,190,178,148,122,41,57,98,157,184,125,276
HSPD1,2294,1355,3078,1575,1281,643,954,944,2301,2016,1474,1809
HSPE1,431,292,489,260,291,123,180,202,419,332,283,312
MOB4,2487,1698,2398,1745,1268,676,1041,1176,2061,1828,1627,1864
RFTN2,192,141,83,62,70,37,40,69,117,107,68,92
BOLL,68,47,46,19,32,9,17,14,60,36,24,32
PLCL1,119,77,110,59,60,18,25,30,60,98,32,78
SATB2,242,116,58,74,89,27,23,37,153,70,61,93
LOC104829893,18,14,21,15,14,7,9,7,21,20,10,32
TYW5,1044,598,837,580,538,279,365,469,850,757,653,733
LOC104832731,382,263,411,257,245,99,153,205,413,259,272,195
SPATS2L,527,766,1351,728,604,278,238,327,598,636,296,361
KCTD18,685,451,651,460,280,151,176,451,739,487,533,316
LOC104829947,426,246,324,252,247,122,130,327,492,309,379,241
SGOL2,560,394,489,345,329,200,168,409,651,431,450,368
AOX1,5142,5473,3789,4187,3044,2092,1354,6133,7939,5096,3853,6850
LOC104829951,0,0,0,0,0,0,0,0,0,0,0,0
LOC104832748,476,397,123,225,226,197,91,582,727,312,227,592
BZW1,2189,1465,2368,1659,1142,599,909,1279,2070,1971,1497,2031
CLK1,2725,1946,3381,2569,1631,725,1135,1210,2086,2610,1564,2629
PPIL3,230,144,180,170,134,57,64,126,166,147,105,190
NIF3L1,239,99,152,155,156,51,67,91,108,134,85,148
ORC2,741,472,509,524,397,186,237,320,573,440,451,607
FAM126B,8998,6944,9414,6417,6164,2653,3951,4428,8874,8085,5570,6439
NDUFB3,572,245,391,337,294,138,150,256,485,314,293,289
CFLAR,4209,2903,3580,2549,2482,1136,1872,2176,3743,3215,2518,4029
CASP10,5238,3191,5363,3954,3274,1435,1875,2460,5072,4056,3323,3730
CASP8,1453,680,990,612,949,382,628,519,1351,862,751,1050
LOC104830116,1318,903,1542,974,736,398,504,652,1194,983,889,835
TRAK2,441,341,500,327,264,92,211,212,278,351,197,385
STRADB,160,119,119,120,66,19,67,74,69,129,55,150
TMEM237,59,16,5,27,19,2,4,40,23,17,5,16
MPP4,157,66,63,84,62,30,32,103,130,97,46,113
ALS2,1745,1372,1877,1465,1060,560,704,862,1522,1517,1131,1253
CDK15,72,49,29,28,29,20,9,15,50,33,24,41
FZD7,12,2,3,6,3,3,4,5,8,5,7,6
SUMO1,2818,1930,3053,1775,1616,965,971,1343,2992,2141,2165,1539
NOP58,2988,2161,3082,2451,1663,842,1065,1789,2949,2037,1841,2238
BMPR2,6548,5087,6035,3509,2908,951,3324,4175,5756,5399,3800,7383
FAM117B,410,337,286,304,206,32,163,197,114,313,111,505
WDR12,451,232,265,322,176,87,110,165,221,289,242,245
CARF,162,111,55,98,55,16,35,67,62,94,57,139
PLEKHM3,6470,3685,5790,4256,3016,1477,2628,3580,6634,4794,3724,3510
FZD5,0,0,0,0,0,0,0,0,0,0,0,0
CCNYL1,2157,1457,1807,1453,1035,458,853,1008,1489,1532,1312,1832
METTL21A,68,30,32,40,24,5,29,25,17,29,9,65
CREB1,464,269,343,307,148,73,129,192,147,352,209,524
KLF7,291,215,76,218,109,16,120,143,99,273,97,464
CPO,36,26,7,15,13,7,8,13,20,11,15,36
FASTKD2,329,322,451,361,220,77,160,242,313,320,232,247
MDH1B,41,23,19,24,16,5,11,8,25,10,12,13
DYTN,64,22,9,20,12,6,6,7,19,22,12,26
LOC104830300,8,6,3,5,3,3,1,5,2,3,1,10
ADAM23,367,294,102,157,72,38,63,229,128,172,71,360
ZDBF2,1460,1085,1685,1266,803,341,619,865,1252,1385,937,1467
GPR1,11,7,10,5,8,1,2,4,4,8,7,9
EEF1B2,2401,1454,2732,1314,1335,943,1009,1136,2691,2031,1525,1638
NDUFS1,3655,2551,4026,2494,2475,1084,1727,2191,3794,3226,2590,3680
INO80D,10951,8582,13507,9538,8747,3426,5110,6063,12129,11371,8554,8780
NRP2,382,223,71,198,99,26,92,74,127,238,86,301
PARD3B,1799,1175,559,745,662,203,341,587,675,922,331,1626
LOC104830450,62,40,14,57,19,4,21,50,36,66,20,110
CTLA4,53,55,8,49,37,2,28,40,14,49,17,126
CD28,205,142,50,163,101,11,66,87,43,161,54,272
RAPH1,8112,9928,13321,6473,7814,2329,4815,7593,6625,16144,9085,9767
ABI2,4284,2921,4042,2779,2541,1189,1890,2930,5610,3536,2938,3706
LOC104832834,806,498,871,568,407,231,278,440,612,603,565,516
LOC104830495,1061,549,979,663,458,265,331,505,763,663,554,685
NBEAL1,12397,7910,13125,7760,7113,3280,4771,6465,10833,10672,8662,9782
LOC104832844,26,16,19,14,26,5,12,6,23,18,14,14
LOC104832854,41,17,27,20,34,9,16,14,37,25,23,23
LOC104832864,93,40,49,36,43,37,28,62,96,28,74,99
LOC104830527,207,93,140,69,92,28,78,60,111,72,76,79
IDH1,1824,1150,1016,753,593,266,455,531,1025,785,807,1156
PIKFYVE,7513,4982,7123,4903,4456,1932,2851,3638,6779,5994,4390,6266
DNAJC10,358,338,116,354,211,20,244,277,112,308,83,819
PDE1A,448,272,113,140,172,48,67,103,270,194,82,231
PPP1R1C,212,186,141,179,86,46,70,91,130,147,72,277
SSFA2,5462,5832,4878,7662,3708,896,2628,3571,2440,6031,2913,9594
NEUROD1,20,9,7,6,5,2,2,4,13,9,3,6
CERKL,173,77,48,46,39,36,19,40,100,56,31,58
ITGA4,1716,1338,383,1231,655,34,715,825,305,1286,362,3027
UBE2E3,2028,1959,3453,1962,1605,257,1125,922,1130,2093,964,1658
CWC22,3511,3112,4182,2841,2361,1090,1718,2043,3385,3433,2250,2991
ZNF385B,370,185,103,103,115,78,29,56,226,136,62,129
SESTD1,504,446,187,281,172,45,124,220,186,279,142,587
CCDC141,263,141,67,37,63,42,20,37,161,81,28,61
TTN,964,538,458,347,339,206,175,269,569,525,237,1997
PLEKHA3,1358,1073,1611,1066,764,391,542,742,1164,1351,1089,1015
FKBP7,150,88,154,125,96,48,53,45,105,125,80,77
DFNB59,17,15,11,4,10,4,1,6,12,9,2,4
OSBPL6,145,79,37,26,43,25,17,20,88,37,20,30
RBM45,49,58,42,35,26,15,20,31,52,51,34,81
LOC104830823,3,1,1,0,2,0,1,1,2,0,0,2
PDE11A,420,264,189,166,145,88,96,118,284,174,131,241
TTC30B,103,82,90,68,54,17,30,56,100,56,51,66
AGPS,13266,10497,15219,10845,8991,5073,5672,7058,14511,13275,9089,10949
NFE2L2,31574,20270,33483,19001,17715,9375,11290,16269,33811,27527,24514,20921
HNRNPA3,23078,16378,20845,16044,11894,6082,9063,12535,19807,19314,14333,23377
MTX2,1515,1225,1815,1338,879,340,626,895,1526,1614,1194,1352
HOXD3,2,0,1,2,1,0,0,3,3,0,2,0
HOXD4,3,3,2,0,0,0,0,1,1,0,1,1
HOXD8,3,0,0,0,0,0,0,0,0,2,1,3
HOXD11,26,13,7,4,9,4,2,3,15,8,7,6
HOXD10,0,0,0,0,0,0,0,0,0,0,0,0
HOXD12,0,1,1,1,1,1,0,2,0,1,1,2
HOXD13,5,2,0,0,0,0,0,0,1,0,0,1
EVX2,0,0,0,0,0,0,0,1,2,0,0,1
KIAA1715,3543,2753,2942,2465,1902,920,1425,1961,2718,3173,2212,3054
ATP5G3,319,234,297,256,184,80,132,155,294,267,196,253
ATF2,7471,6405,7792,5250,4621,2115,3638,4203,7253,7258,5086,6900
CHN1,99,88,74,22,31,14,16,20,48,44,22,88
CHRNA1,28,10,18,3,4,3,3,6,7,3,8,10
WIPF1,1471,1466,722,1443,604,59,464,672,358,1154,454,2254
GPR155,5455,4040,6654,3934,3438,1858,2246,3354,6497,5502,3828,4385
SCRN3,2838,1728,2825,1856,1612,906,1073,1522,2976,2308,1945,1819
CIR1,8717,5812,7985,4701,5200,2834,3181,4015,8172,6092,4696,4403
SP9,3,2,2,0,1,0,0,4,3,0,1,2
OLA1,2027,1487,2010,1344,1028,387,626,1079,1481,1642,1306,1217
SP3,7108,4465,6516,4535,4084,1977,3017,4471,7392,5975,5306,5637
CDCA7,51,21,42,51,36,6,14,18,17,40,27,54
LOC104831172,3026,1679,2425,1800,1271,482,844,1129,1975,2883,2010,1299
RAPGEF4,386,188,101,76,85,50,28,78,236,80,66,93
LOC104831222,113,60,31,23,35,19,30,19,100,36,23,39
PDK1,4581,2543,5551,1984,2081,2108,1637,2448,5150,2810,2774,3676
LOC104831301,6337,4064,7545,4571,3983,2409,2292,3222,6320,5569,4398,6782
ITGA6,1269,1051,522,1263,702,334,565,797,795,1285,655,2730
DLX1,5,1,1,3,4,0,0,2,8,3,1,1
METAP1D,129,85,57,45,46,21,26,38,84,80,42,75
HAT1,412,253,239,266,230,96,153,150,318,304,238,267
SLC25A12,700,558,798,366,414,156,318,334,475,710,331,600
DYNC1I2,1691,1285,1950,1209,964,423,617,951,1374,1591,1092,1747
LOC104831373,723,364,902,640,642,147,343,319,481,780,372,808
DCAF17,1643,1146,1914,1318,979,397,663,879,1227,1339,909,1569
METTL8,380,266,361,236,94,108,120,178,262,269,148,559
TLK1,3180,2462,3385,2539,1805,800,1489,1990,2745,3003,2135,3548
GORASP2,3042,2142,3071,2195,1775,835,1201,1464,2969,2418,1892,1931
GAD1,54,22,16,8,15,8,5,10,33,13,12,11
LOC104832972,138,80,36,32,43,28,13,23,87,38,28,48
MYO3B,376,219,115,89,132,73,51,79,260,132,87,126
UBR3,11830,8192,11072,7441,6243,3411,4852,6387,11734,9858,7839,10653
ALKBH5,295,138,226,238,198,72,98,110,266,177,157,150
METTL5,995,589,783,532,451,331,289,445,974,599,548,509
SSB,1,1,1,1,0,0,0,0,1,0,0,3
KLHL23,64,41,30,30,22,19,24,22,63,44,26,91
PHOSPHO2,325,207,339,248,176,100,116,171,309,280,201,281
CCDC173,153,116,105,93,60,28,56,102,158,148,62,173
LOC104832995,924,662,1007,752,412,243,399,559,1033,901,482,950
PPIG,4651,3230,5248,3498,2687,1373,1997,2445,4423,4680,3184,3477
FASTKD1,345,225,406,253,207,68,104,110,242,295,172,225
KLHL41,53,20,21,19,16,10,16,18,38,17,13,37
BBS5,66,46,32,41,20,14,26,27,33,38,34,70
LOC104833000,82,39,20,14,20,10,6,15,58,23,18,29
LRP2,330,187,88,77,76,50,31,54,212,90,69,94
LOC104833009,21,20,17,5,6,2,7,5,14,12,9,11
DHRS9,77,45,44,29,11,7,4,9,21,25,14,37
ABCB11,171,103,131,66,54,28,26,32,66,84,37,105
G6PC2,109,45,87,57,48,16,38,27,63,75,53,116
SPC25,10,10,3,8,4,0,0,1,9,11,0,10
CERS6,294,148,60,90,75,42,48,67,189,122,58,170
STK39,322,147,81,125,111,56,46,95,186,145,72,174
B3GALT1,4,4,1,0,0,0,1,0,0,1,1,0
XIRP2,119,67,27,23,22,19,9,24,65,36,19,25
LOC104831609,130,76,34,25,49,32,15,26,89,31,21,31
SCN1A,180,114,54,40,51,34,18,17,97,45,34,34
TTC21B,151,100,33,39,37,27,12,27,72,44,23,61
GALNT3,37,23,18,12,16,9,2,7,27,7,1,12
CSRNP3,76,40,24,13,24,6,8,9,35,21,18,17
SCN2A,178,102,38,44,43,29,18,29,102,48,36,47
LOC104831700,173,93,54,32,51,28,14,36,99,50,29,40
SLC38A11,72,33,18,22,13,11,2,10,29,21,7,23
COBLL1,145,121,26,87,64,28,28,45,72,97,31,141
GRB14,130,78,39,34,32,19,8,17,82,41,15,26
LOC104831757,283,161,84,69,74,50,25,37,176,90,53,80
FIGN,0,0,0,0,0,0,0,0,0,0,0,0
LOC104831763,66,21,8,10,16,9,2,23,41,9,24,27
KCNH7,644,334,163,138,153,113,52,98,368,167,114,149
IFIH1,2025,1232,2004,1043,1068,610,694,1052,1998,1310,1256,1352
FAP,324,228,180,100,105,44,45,119,115,163,88,204
GCG,53,24,22,16,11,9,4,21,27,23,17,13
DPP4,139,67,36,25,40,18,11,22,75,38,26,55
SLC4A10,327,172,77,88,84,56,22,49,201,87,59,71
TBR1,2,2,0,0,2,0,0,0,4,1,1,3
PSMD14,766,746,1147,719,539,181,469,707,1024,1018,650,775
TANK,1024,813,1679,1150,731,188,640,733,965,939,574,711
RBMS1,6656,4730,5240,4711,3435,1117,2482,3732,4935,6099,4132,6540
ITGB6,54,49,14,21,22,5,6,15,48,21,14,29
PLA2R1,8297,9778,17187,7726,6107,1885,5897,8190,8538,14982,8730,10933
LY75,2683,3919,7873,4776,2952,582,2265,2119,2154,6114,2431,3726
LOC104833043,218,138,83,119,95,36,47,86,149,117,79,154
SLC4A3,280,163,335,229,187,79,96,119,269,213,211,117
STK11IP,2496,1889,2751,2331,1644,668,968,1123,2312,1856,1611,1232
LOC104833059,45,30,19,26,18,8,18,18,47,34,23,14
INHA,3,2,0,1,2,1,3,1,4,5,2,3
OBSL1,20,12,5,8,10,5,3,3,13,10,14,8
TMEM198,6,3,3,5,6,0,1,7,3,4,1,6
CHPF,29,21,24,35,23,6,19,8,30,31,11,11
ASIC4,70,63,53,48,29,5,22,34,63,71,30,53
LOC104831982,17,17,8,8,17,6,1,2,6,15,7,8
GMPPA,753,541,1016,1087,608,186,287,340,720,759,495,559
SPEG,49,14,20,12,21,6,1,14,26,17,10,40
DES,7,2,0,1,1,0,0,1,4,4,3,4
DNPEP,152,79,122,150,110,41,32,44,90,81,49,56
PTPRN,67,48,68,68,66,11,20,20,52,80,33,50
DNAJB2,1613,1014,2246,1982,1271,408,764,675,1502,1569,1119,1486
TUBA4A,240,153,128,98,86,8,27,36,34,101,61,135
GLB1L,28,28,56,66,29,11,17,17,30,49,19,39
ANKZF1,324,179,304,340,225,87,118,119,302,216,175,173
ATG9A,3582,1670,2413,2185,2502,914,962,1201,3392,2139,1638,1606
ABCB6,1072,568,953,792,762,246,446,466,1308,793,626,625
ZFAND2B,559,335,533,497,482,151,227,207,659,436,352,309
FAM134A,3020,1954,3039,2724,2221,799,1476,1741,3289,2597,2122,2626
CNPPD1,1017,585,959,881,770,318,365,515,1209,725,578,665
SLC23A3,33,14,30,17,24,6,17,7,34,20,15,15
NHEJ1,97,50,39,48,52,11,23,48,63,54,43,89
IHH,13,7,4,3,4,1,1,9,16,2,5,10
LOC104833108,11,5,5,0,4,3,1,6,2,5,5,11
CCDC108,47,21,12,9,14,8,6,8,37,18,27,26
CRYBA2,5,2,2,2,0,0,1,2,5,2,2,2
FEV,4,6,3,3,5,2,0,0,2,0,3,2
CDK5R2,0,1,0,0,0,0,0,0,1,0,0,0
WNT10A,29,8,4,5,5,3,0,2,19,13,7,15
TRNAV-GAC,0,0,0,0,0,0,0,0,0,0,0,0
WNT6,17,5,4,4,5,2,0,8,9,7,6,16
LOC104833136,7,3,1,0,3,0,2,1,1,1,4,3
PRKAG3,16,11,25,9,16,7,2,9,13,10,7,18
TTLL4,653,318,565,356,407,166,176,244,637,437,431,380
STK36,474,287,467,394,363,150,132,224,521,304,319,224
RNF25,1423,877,1265,1219,1151,426,523,521,1376,1059,945,667
LOC104832162,321,157,178,189,219,73,105,86,330,169,129,103
ZNF142,872,472,826,655,613,166,297,312,782,548,428,337
PLCD4,34,17,13,19,12,10,3,9,30,17,16,30
RQCD1,1470,1182,1731,1392,1018,378,770,932,1514,1462,1060,1350
USP37,818,549,648,553,437,167,300,367,512,641,389,826
VIL1,206,124,80,365,165,6,50,144,83,154,70,385
CTDSP1,106,58,32,148,78,3,32,63,42,90,45,190
SLC11A1,90,33,8,41,12,0,12,29,18,43,21,78
CATIP,6,2,4,4,4,1,1,3,1,2,5,2
LOC104832226,17,12,4,7,7,2,2,4,6,13,9,12
TMBIM1,445,266,338,279,300,88,150,152,329,207,118,434
AAMP,509,332,543,401,331,123,204,293,542,419,339,328
ARPC2,3706,2768,3909,3207,2233,922,1350,1757,3108,3019,2244,2679
LOC104832239,108,66,109,88,59,8,21,10,39,68,37,50
RUFY4,30,23,9,42,22,2,9,12,13,20,13,35
TNS1,531,421,570,642,597,169,233,176,563,542,297,253
IGFBP5,22,29,10,9,10,1,2,3,33,10,9,20
IGFBP2,5,2,1,0,5,1,1,2,4,4,2,4
RPL37A,5701,3442,5365,3994,3463,1400,1855,2181,5597,4101,3338,2862
SMARCAL1,2536,2461,4111,2592,1945,800,1164,1839,2792,2670,2058,2615
4-Mar,161,94,52,34,45,29,12,34,115,61,50,79
XRCC5,1993,1735,2037,1702,1556,438,913,1579,1813,1893,1325,1650
TMEM169,12,10,15,1,3,5,4,4,5,7,4,4
PECR,2236,1449,2973,1609,1163,588,869,1273,2092,2084,1865,1785
MAP3K2,4443,3777,5493,3526,2658,1258,2278,2343,3785,4479,2808,4175
ERCC3,7147,5463,7844,5316,4024,2145,3228,3576,7107,6329,4570,5587
LOC104833254,75,34,44,19,40,30,46,41,89,56,28,72
BIN1,702,393,298,343,241,97,179,250,321,328,181,519
GYPC,60,156,128,69,76,16,48,43,52,123,25,51
CNTNAP5,516,284,124,111,154,94,39,68,335,168,115,144
MRAS,499,347,271,398,168,29,158,189,108,387,129,568
TMEM177,23,14,18,18,13,3,11,19,16,25,24,20
PTPN4,26780,24987,37367,21419,19842,10400,11748,16090,32313,28491,21710,26405
EPB41L5,762,581,1018,636,588,263,395,522,719,771,526,892
RALB,429,331,322,219,143,44,96,113,130,241,127,286
INHBB,33,23,17,31,12,4,8,10,9,21,17,25
GLI2,269,141,67,76,78,34,26,55,198,125,76,107
TFCP2L1,64,22,15,20,9,7,10,18,35,25,14,13
CLASP1,6649,4864,6566,3837,3587,1689,2635,3174,5199,5565,3743,5568
NIFK,679,452,818,497,457,254,267,310,818,579,503,357
TSN,1646,1019,1247,969,839,431,533,762,1477,1015,926,810
LOC104832484,49,39,26,42,20,19,16,14,28,23,18,13
IQCB1,471,281,419,325,278,126,208,395,394,405,396,541
EAF2,318,264,331,219,162,91,131,201,283,249,227,275
SLC15A2,83,48,15,19,17,17,9,14,40,19,21,30
HSPBAP1,1429,842,1258,1000,707,334,484,673,1182,1143,1034,931
DIRC2,1669,1042,1140,877,726,309,681,706,1242,1101,943,1077
SEMA5B,279,150,89,75,83,31,25,53,185,103,61,114
PDIA5,227,181,74,104,77,33,48,74,122,100,36,146
SEC22A,1243,1099,1611,1139,765,337,634,643,1009,1359,833,1033
ADCY5,1647,1162,1273,843,881,583,738,701,1668,1749,847,1984
PTPLB,2820,2143,2913,1532,1417,860,1055,1516,2844,2486,1918,2015
MYLK,2416,2670,759,4506,1213,129,1195,1935,964,3123,995,6726
LOC104832605,6,7,8,2,4,4,2,4,7,10,4,6
CCDC14,635,559,767,462,478,200,335,377,695,592,423,409
LOC104833332,344,153,76,77,80,47,27,58,215,79,65,92
LOC104832625,3491,3085,2831,3488,1829,543,2209,2564,2786,3608,1918,6396
UMPS,601,355,564,489,382,183,254,315,692,437,449,340
ITGB5,427,354,94,200,131,24,53,180,129,352,171,211
MUC13,45,18,13,11,11,2,4,11,40,11,18,20
HEG1,104,66,47,72,46,19,38,32,68,85,40,151
SLC12A8,562,518,610,457,336,190,301,302,497,504,391,785
ZNF148,5403,3270,4739,3320,2463,1401,1791,2239,4353,3914,3190,3088
SNX4,1350,1402,1349,1189,1041,294,736,951,1242,1500,1032,1092
LOC104833361,71,49,25,59,40,7,22,20,20,65,28,88
OSBPL11,1269,949,1094,1059,559,182,440,606,718,994,672,1032
LOC104832686,402,307,102,96,111,18,30,104,105,180,124,105
LMLN,5417,3302,5672,3292,3770,1853,1933,3546,6121,4176,3904,5769
FGD5,1217,997,751,1131,611,245,451,780,784,1263,733,1955
NR2C2,3432,2604,3797,2778,2203,884,1707,1944,3009,3036,1966,3324
MRPS25,791,312,575,391,334,173,198,338,571,444,399,530
RBSN,2924,1716,2711,1829,1621,862,1154,1574,2996,2213,2015,1883
LOC104833437,619,282,366,229,272,108,164,327,501,435,375,429
TRH,0,0,0,0,0,0,0,0,0,0,0,0
TMCC1,23668,18263,29348,14587,15771,5027,9096,16233,20355,26092,21438,17644
PLXND1,230,167,77,73,61,24,23,63,90,110,72,188
LOC104835225,2,1,1,0,2,1,0,3,2,1,5,1
RHO,4,4,1,2,8,4,3,1,6,1,1,5
IFT122,2272,1838,2683,1890,1723,508,1009,1216,1833,1893,1361,2090
MBD4,1724,1071,1673,1242,1020,429,589,806,1417,1282,1007,1188
EFCAB12,1127,546,1020,605,654,300,361,444,954,740,663,668
RPL32,8073,4254,7923,5055,4630,2424,1982,2533,7188,5060,4803,3816
CAND2,980,283,535,473,415,195,201,336,614,422,436,552
SEC13,2425,1232,2080,1600,1298,621,722,889,1911,1517,1363,1158
IRAK2,3297,1741,2446,1437,1487,533,907,1306,2031,1986,1613,2701
VHL,209,136,222,170,155,43,68,102,192,140,139,161
THUMPD3,2672,1615,2595,1662,1556,787,921,1401,2566,1904,1679,1412
SRGAP3,600,446,246,400,240,36,202,251,192,494,171,893
RAD18,1697,1646,2620,2015,1449,572,856,1264,1688,1877,1445,1411
OXTR,5,7,3,2,5,0,3,3,9,2,3,4
CAV3,5,3,0,1,4,0,2,1,5,1,4,3
TRNAI-AAU,0,0,0,0,1,0,0,0,0,0,0,0
SSUH2,11,10,7,3,5,3,3,6,16,3,6,8
LMCD1,25,19,7,5,7,2,2,9,16,3,8,10
GRM7,1341,3713,2087,1918,875,784,1664,856,4518,4158,2787,1765
EDEM1,3868,2984,4229,3351,2598,1286,1772,2297,4211,3583,3080,3564
ARL8B,3716,2254,3593,2084,2214,1026,1521,1556,3580,2920,2444,1873
BHLHE40,1116,1075,722,608,459,105,236,346,568,693,487,396
ITPR1,1775,1308,1501,1018,845,279,556,691,935,1402,859,1452
SUMF1,701,607,582,413,558,165,254,427,786,549,513,285
LOC104833635,273,93,176,121,82,38,69,90,142,154,123,193
LRRN1,48,73,39,13,21,23,22,15,37,45,28,32
CRBN,2834,3053,3375,2005,1847,969,1341,2189,3031,3110,2567,2005
TRNT1,441,438,837,504,390,137,201,209,356,558,315,212
IL5RA,613,270,341,167,145,23,63,63,105,262,132,342
LOC104833653,308,137,73,67,72,39,25,67,178,83,57,84
CNTN6,199,100,55,46,55,26,16,28,136,57,35,43
CHL1,85,71,31,29,35,18,11,18,85,38,13,36
LOC104835292,277,134,85,55,86,63,26,48,185,67,45,64
LOC104835296,16,9,5,6,0,1,1,2,8,6,4,8
LOC104833676,77,55,53,15,14,14,12,15,46,37,18,21
PPP4R2,3120,2021,3016,1997,1786,858,1367,1683,2889,2758,2031,2633
GXYLT2,44,27,18,9,11,9,1,16,28,12,7,25
SHQ1,784,551,781,578,423,159,258,276,379,570,386,525
RYBP,523,369,203,363,203,22,274,234,365,403,241,607
PROK2,12,4,1,4,0,1,1,4,1,0,4,7
GPR27,5,3,0,1,0,1,0,0,4,2,1,1
EIF4E3,57,35,17,27,12,10,4,8,38,23,24,23
FOXP1,15955,14995,13314,14617,10097,2056,10466,12657,12584,18868,9789,18519
LOC104835325,71,27,20,21,28,12,16,12,63,29,29,34
LOC104835331,19,7,5,10,8,3,5,5,5,6,11,4
MITF,9724,12620,14010,11006,8121,3406,5562,6790,11744,14418,8960,11318
FRMD4B,763,1064,1395,1227,477,69,333,498,751,1399,752,1155
LMOD3,107,81,126,73,76,39,47,53,96,93,54,104
ARL6IP5,900,846,1003,700,629,332,354,425,776,706,656,529
UBA3,3290,2189,3047,1949,1691,918,1232,1689,2978,2396,1954,1970
TMF1,6235,4498,7216,4769,3952,1797,2924,3561,5909,6139,3900,4843
EOGT,702,709,913,401,542,261,445,328,751,619,309,522
FAM19A4,110,55,30,28,28,23,7,16,72,35,25,38
FAM19A1,522,241,148,145,133,100,35,99,328,175,130,186
SUCLG2,1014,795,388,501,240,72,182,273,288,576,251,812
LOC104833861,82,60,48,24,34,18,22,33,69,40,27,49
KBTBD8,2522,2226,3488,1729,1790,724,1250,1632,2905,2298,1629,2041
LRIG1,878,564,674,492,389,129,400,824,837,687,634,1221
SLC25A26,2157,1320,2004,1488,1330,366,1100,804,1980,1496,1126,1253
MAGI1,756,422,192,212,209,122,70,162,532,259,164,325
ADAMTS9,116,74,42,42,40,21,10,28,83,42,33,67
PRICKLE2,45,19,15,11,17,6,1,6,32,19,11,30
PSMD6,2216,1410,2136,1350,1241,716,742,988,2317,1747,1351,1034
ATXN7,6992,5955,9735,6111,4551,2142,3652,3993,7176,7673,5112,6724
THOC7,1010,670,1024,693,504,189,365,431,837,655,502,477
SNTN,8,5,1,3,0,1,0,2,6,1,3,4
SYNPR,240,94,70,51,47,28,20,53,137,61,36,90
CADPS,371,180,90,97,88,51,41,73,217,97,93,154
FEZF2,17,3,7,3,2,4,6,3,6,3,3,6
LOC104833956,343,118,162,72,77,89,104,179,327,124,157,176
PTPRG,1368,4005,6205,1256,1364,539,807,1029,1109,2070,888,964
FHIT,1739,1325,985,1413,870,279,659,765,919,1394,406,1790
LOC104835392,237,103,53,59,51,33,18,38,125,54,32,54
FAM3D,8,2,4,3,3,3,3,0,6,8,4,9
FAM107A,30,12,6,6,5,5,8,7,13,13,8,15
ACOX2,42,48,8,17,26,6,18,19,32,16,13,36
KCTD6,634,495,694,449,376,179,296,392,597,436,391,309
PDHB,876,526,735,543,457,217,354,434,815,611,507,645
PXK,4968,3951,5351,4046,3361,1429,2289,2738,4723,4530,3426,3968
RPP14,1218,667,1278,789,670,343,464,561,1156,953,846,746
PRKAR2A,1790,1250,1301,1102,965,398,586,873,1321,1323,1203,924
SLC25A20,1533,1176,1927,1441,1049,466,917,1033,1818,1644,1332,1546
ARIH2,4519,3953,5767,4010,3174,1370,2253,2860,5310,4500,3597,4071
LOC104834030,74,27,59,38,61,23,24,24,67,59,41,55
P4HTM,181,94,119,116,164,51,72,77,234,117,88,114
WDR6,61,34,34,69,66,16,25,19,85,56,30,49
DALRD3,426,260,345,455,306,117,132,202,436,348,245,235
NDUFAF3,42,17,42,42,41,13,20,17,49,33,32,49
IMPDH2,290,185,202,202,195,82,125,119,241,232,160,281
